full_var_info,measure_type,retrieval_practice,change_direction,condition,prop,actual_net,actual_pair
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,i,pair_551
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.0625,b,pair_89
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.23076923076923078,i,pair_551
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.6875,b,pair_89
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.6923076923076923,i,pair_551
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5714285714285714,b,pair_90
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.4,i,pair_552
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_90
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,i,pair_552
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.125,b,pair_90
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.18181818181818182,i,pair_552
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4375,b,pair_90
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.45454545454545453,i,pair_552
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.16666666666666666,b,pair_91
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_553
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.16666666666666666,b,pair_91
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_553
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,b,pair_91
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.07692307692307693,i,pair_553
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.42857142857142855,b,pair_91
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,i,pair_553
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,b,pair_92
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_554
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_92
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_554
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,b,pair_92
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.23076923076923078,i,pair_554
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3333333333333333,b,pair_92
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,i,pair_554
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.7142857142857143,b,pair_93
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,i,pair_555
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_93
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,i,pair_555
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,b,pair_93
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.15384615384615385,i,pair_555
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5714285714285714,b,pair_93
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.15384615384615385,i,pair_555
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.16666666666666666,b,pair_94
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_556
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.3333333333333333,b,pair_94
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,i,pair_556
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,b,pair_94
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.15384615384615385,i,pair_556
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.35714285714285715,b,pair_94
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,i,pair_556
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,b,pair_95
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_557
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_95
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_557
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2857142857142857,b,pair_95
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.23076923076923078,i,pair_557
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5,b,pair_95
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3076923076923077,i,pair_557
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.16666666666666666,b,pair_96
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_558
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.3333333333333333,b,pair_96
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_558
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2857142857142857,b,pair_96
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,i,pair_558
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2857142857142857,b,pair_96
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.35714285714285715,i,pair_558
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,b,pair_97
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,i,pair_559
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,b,pair_97
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_559
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,b,pair_97
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.13333333333333333,i,pair_559
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4666666666666667,b,pair_97
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.2,i,pair_559
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,b,pair_98
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_560
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,b,pair_98
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_560
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,b,pair_98
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.2,i,pair_560
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.6666666666666666,b,pair_98
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4666666666666667,i,pair_560
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,b,pair_99
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_561
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,b,pair_99
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_561
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07692307692307693,b,pair_99
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.07692307692307693,i,pair_561
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.6153846153846154,b,pair_99
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5384615384615384,i,pair_561
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,b,pair_100
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_562
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,b,pair_100
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_562
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07692307692307693,b,pair_100
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.42857142857142855,i,pair_562
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5384615384615384,b,pair_100
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.2857142857142857,i,pair_562
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,b,pair_101
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_563
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_101
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,i,pair_563
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,b,pair_101
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.15384615384615385,i,pair_563
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5384615384615384,b,pair_101
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3076923076923077,i,pair_563
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,b,pair_102
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,i,pair_564
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,b,pair_102
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,i,pair_564
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,b,pair_102
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.2,i,pair_564
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4375,b,pair_102
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.06666666666666667,i,pair_564
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,b,pair_103
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_565
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_103
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_565
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2857142857142857,b,pair_103
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.1111111111111111,i,pair_565
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.21428571428571427,b,pair_103
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.1111111111111111,i,pair_565
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,b,pair_104
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_566
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_104
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,i,pair_566
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.25,b,pair_104
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,i,pair_566
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.1875,b,pair_104
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5454545454545454,i,pair_566
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,b,pair_105
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,i,pair_567
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,b,pair_105
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_567
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.3125,b,pair_105
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.36363636363636365,i,pair_567
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.1875,b,pair_105
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.18181818181818182,i,pair_567
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,b,pair_106
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_568
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.2857142857142857,b,pair_106
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_568
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,b,pair_106
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.6,i,pair_568
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.35714285714285715,b,pair_106
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0,i,pair_568
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.14285714285714285,b,pair_107
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,i,pair_569
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_107
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_569
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.125,b,pair_107
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,i,pair_569
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3125,b,pair_107
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.09090909090909091,i,pair_569
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,b,pair_108
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_570
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_108
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_570
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,b,pair_108
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,i,pair_570
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.42857142857142855,b,pair_108
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3333333333333333,i,pair_570
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,b,pair_109
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_571
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_109
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,i,pair_571
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.3333333333333333,b,pair_109
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.06666666666666667,i,pair_571
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.26666666666666666,b,pair_109
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.7333333333333333,i,pair_571
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,b,pair_110
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_572
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_110
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_572
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.25,b,pair_110
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,i,pair_572
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.125,b,pair_110
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.6,i,pair_572
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,b,pair_111
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.625,i,pair_573
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,b,pair_111
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,i,pair_573
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.26666666666666666,b,pair_111
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.13333333333333333,i,pair_573
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3333333333333333,b,pair_111
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5333333333333333,i,pair_573
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,b,pair_112
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.625,i,pair_574
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_112
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,i,pair_574
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2,b,pair_112
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.13333333333333333,i,pair_574
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.26666666666666666,b,pair_112
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4666666666666667,i,pair_574
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,b,pair_113
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_575
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_113
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,i,pair_575
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.26666666666666666,b,pair_113
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.06666666666666667,i,pair_575
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.26666666666666666,b,pair_113
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3333333333333333,i,pair_575
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5714285714285714,b,pair_114
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_576
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_114
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_576
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.3333333333333333,b,pair_114
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,i,pair_576
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2,b,pair_114
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,i,pair_576
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.14285714285714285,b,pair_115
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_577
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.2857142857142857,b,pair_115
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,i,pair_577
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2,b,pair_115
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.0625,i,pair_577
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.1,b,pair_115
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.25,i,pair_577
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,b,pair_116
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.75,i,pair_578
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.2857142857142857,b,pair_116
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,i,pair_578
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,b,pair_116
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.25,i,pair_578
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5,b,pair_116
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,i,pair_578
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.2857142857142857,b,pair_117
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_579
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_117
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,i,pair_579
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,b,pair_117
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.125,i,pair_579
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.7,b,pair_117
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.375,i,pair_579
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.42857142857142855,b,pair_118
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_580
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_118
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,i,pair_580
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.16666666666666666,b,pair_118
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.1875,i,pair_580
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.08333333333333333,b,pair_118
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.375,i,pair_580
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5714285714285714,b,pair_119
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_581
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_119
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_581
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.09090909090909091,b,pair_119
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.1875,i,pair_581
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.7272727272727273,b,pair_119
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4375,i,pair_581
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.14285714285714285,b,pair_120
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,i,pair_582
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.14285714285714285,b,pair_120
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_582
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.3333333333333333,b,pair_120
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.1875,i,pair_582
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.08333333333333333,b,pair_120
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.375,i,pair_582
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,b,pair_121
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_583
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,b,pair_121
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,i,pair_583
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.09090909090909091,b,pair_121
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.0625,i,pair_583
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.09090909090909091,b,pair_121
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.375,i,pair_583
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.625,b,pair_122
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,i,pair_584
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_122
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.625,i,pair_584
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2857142857142857,b,pair_122
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.0625,i,pair_584
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2857142857142857,b,pair_122
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.625,i,pair_584
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.625,b,pair_123
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,i,pair_585
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,b,pair_123
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,i,pair_585
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.23076923076923078,b,pair_123
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.0625,i,pair_585
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.15384615384615385,b,pair_123
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.125,i,pair_585
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,b,pair_124
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.5,i,pair_586
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,b,pair_124
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,i,pair_586
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2727272727272727,b,pair_124
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3125,i,pair_586
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5454545454545454,b,pair_124
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.0625,i,pair_586
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.625,b,pair_125
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,i,pair_587
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_125
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,i,pair_587
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.21428571428571427,b,pair_125
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.1875,i,pair_587
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.42857142857142855,b,pair_125
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.1875,i,pair_587
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,b,pair_126
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,i,pair_588
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,b,pair_126
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,i,pair_588
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.09090909090909091,b,pair_126
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.0625,i,pair_588
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.36363636363636365,b,pair_126
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3125,i,pair_588
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.6,b,pair_127
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.16666666666666666,i,pair_589
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_127
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.16666666666666666,i,pair_589
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.15384615384615385,b,pair_127
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3333333333333333,i,pair_589
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.46153846153846156,b,pair_127
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3333333333333333,i,pair_589
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,b,pair_128
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.3333333333333333,i,pair_590
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,b,pair_128
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.16666666666666666,i,pair_590
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2,b,pair_128
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,i,pair_590
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3333333333333333,b,pair_128
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.7,i,pair_590
