full_var_info,measure_type,retrieval_practice,change_direction,condition,prop,actual_net,actual_pair
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.4166666666666667,k,pair_681
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.35714285714285715,d,pair_219
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.16666666666666666,k,pair_681
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.16666666666666666,d,pair_220
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,k,pair_682
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.6666666666666666,d,pair_220
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,k,pair_682
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,d,pair_220
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3,k,pair_682
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.21428571428571427,d,pair_220
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.2,k,pair_682
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.16666666666666666,d,pair_221
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,k,pair_683
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.16666666666666666,d,pair_221
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,k,pair_683
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,d,pair_221
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.36363636363636365,k,pair_683
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2857142857142857,d,pair_221
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.09090909090909091,k,pair_683
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,,d,pair_222
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.14285714285714285,k,pair_684
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,,d,pair_222
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.2857142857142857,k,pair_684
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,,d,pair_222
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3076923076923077,k,pair_684
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,,d,pair_222
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3076923076923077,k,pair_684
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,,d,pair_223
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.2857142857142857,k,pair_685
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,,d,pair_223
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.2857142857142857,k,pair_685
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,,d,pair_223
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.09090909090909091,k,pair_685
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,,d,pair_223
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.36363636363636365,k,pair_685
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,,d,pair_224
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.42857142857142855,k,pair_686
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,,d,pair_224
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.14285714285714285,k,pair_686
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,,d,pair_224
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3333333333333333,k,pair_686
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,,d,pair_224
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3333333333333333,k,pair_686
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,,d,pair_225
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.2857142857142857,k,pair_687
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,,d,pair_225
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,k,pair_687
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,,d,pair_225
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.15384615384615385,k,pair_687
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,,d,pair_225
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.23076923076923078,k,pair_687
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0,d,pair_226
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.14285714285714285,k,pair_688
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_226
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5714285714285714,k,pair_688
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,d,pair_226
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.1,k,pair_688
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4,d,pair_226
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.7,k,pair_688
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,d,pair_227
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.2857142857142857,k,pair_689
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_227
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.14285714285714285,k,pair_689
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,d,pair_227
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.18181818181818182,k,pair_689
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3333333333333333,d,pair_227
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5454545454545454,k,pair_689
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,d,pair_228
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.14285714285714285,k,pair_690
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,d,pair_228
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.14285714285714285,k,pair_690
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,d,pair_228
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,k,pair_690
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5,d,pair_228
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.25,k,pair_690
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.625,d,pair_229
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.2857142857142857,k,pair_691
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,d,pair_229
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.14285714285714285,k,pair_691
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,d,pair_229
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.07692307692307693,k,pair_691
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5384615384615384,d,pair_229
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.23076923076923078,k,pair_691
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,d,pair_230
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_692
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_230
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,k,pair_692
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07692307692307693,d,pair_230
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.26666666666666666,k,pair_692
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.46153846153846156,d,pair_230
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.13333333333333333,k,pair_692
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,d,pair_231
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.2857142857142857,k,pair_693
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,d,pair_231
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.14285714285714285,k,pair_693
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,d,pair_231
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.08333333333333333,k,pair_693
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5,d,pair_231
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4166666666666667,k,pair_693
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,d,pair_232
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_694
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_232
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,k,pair_694
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,d,pair_232
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.46153846153846156,k,pair_694
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.42857142857142855,d,pair_232
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3076923076923077,k,pair_694
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,d,pair_233
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,k,pair_695
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_233
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.42857142857142855,k,pair_695
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2,d,pair_233
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.08333333333333333,k,pair_695
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5333333333333333,d,pair_233
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,k,pair_695
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,d,pair_234
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,k,pair_696
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.375,d,pair_234
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.625,k,pair_696
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,d,pair_234
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.6,k,pair_696
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.35714285714285715,d,pair_234
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4,k,pair_696
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,d,pair_235
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.14285714285714285,k,pair_697
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_235
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.2857142857142857,k,pair_697
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,d,pair_235
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.09090909090909091,k,pair_697
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5,d,pair_235
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.6363636363636364,k,pair_697
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0,d,pair_236
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_698
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.375,d,pair_236
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,k,pair_698
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,d,pair_236
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.15384615384615385,k,pair_698
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.42857142857142855,d,pair_236
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.23076923076923078,k,pair_698
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,,d,pair_237
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.16666666666666666,k,pair_699
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,,d,pair_237
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.8333333333333334,k,pair_699
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,,d,pair_237
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.6923076923076923,k,pair_699
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,,d,pair_237
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3076923076923077,k,pair_699
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,d,pair_238
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_700
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_238
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,k,pair_700
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,d,pair_238
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.2,k,pair_700
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.14285714285714285,d,pair_238
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3333333333333333,k,pair_700
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,d,pair_239
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,k,pair_701
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_239
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,k,pair_701
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2857142857142857,d,pair_239
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.26666666666666666,k,pair_701
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.07142857142857142,d,pair_239
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4,k,pair_701
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,d,pair_240
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,k,pair_702
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_240
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,k,pair_702
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,d,pair_240
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3333333333333333,k,pair_702
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2,d,pair_240
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.5,k,pair_702
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,d,pair_241
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,k,pair_703
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_241
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,k,pair_703
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.26666666666666666,d,pair_241
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.14285714285714285,k,pair_703
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2,d,pair_241
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.2857142857142857,k,pair_703
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,d,pair_242
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_704
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,d,pair_242
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,k,pair_704
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.4,d,pair_242
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.16666666666666666,k,pair_704
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2,d,pair_242
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3333333333333333,k,pair_704
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,d,pair_243
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,k,pair_705
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_243
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,k,pair_705
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.26666666666666666,d,pair_243
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,k,pair_705
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.2,d,pair_243
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.2857142857142857,k,pair_705
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,d,pair_244
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_706
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_244
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,k,pair_706
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.35714285714285715,d,pair_244
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,k,pair_706
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.21428571428571427,d,pair_244
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.38461538461538464,k,pair_706
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5714285714285714,d,pair_245
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,k,pair_707
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,d,pair_245
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,k,pair_707
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,d,pair_245
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.2857142857142857,k,pair_707
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.21428571428571427,d,pair_245
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.42857142857142855,k,pair_707
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,d,pair_246
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_708
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_246
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,k,pair_708
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,d,pair_246
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.21428571428571427,k,pair_708
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5,d,pair_246
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.14285714285714285,k,pair_708
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,d,pair_247
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_709
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_247
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,k,pair_709
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,d,pair_247
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.35714285714285715,k,pair_709
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.35714285714285715,d,pair_247
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.2857142857142857,k,pair_709
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,d,pair_248
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_710
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_248
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,k,pair_710
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,d,pair_248
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.16666666666666666,k,pair_710
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4666666666666667,d,pair_248
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3333333333333333,k,pair_710
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,d,pair_249
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_711
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_249
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,k,pair_711
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,d,pair_249
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.2857142857142857,k,pair_711
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.4,d,pair_249
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.2857142857142857,k,pair_711
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5,d,pair_250
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,k,pair_712
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_250
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,k,pair_712
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,d,pair_250
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.2727272727272727,k,pair_712
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.26666666666666666,d,pair_250
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.45454545454545453,k,pair_712
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,d,pair_251
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0,k,pair_713
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.375,d,pair_251
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.375,k,pair_713
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,d,pair_251
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,k,pair_713
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.26666666666666666,d,pair_251
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.23076923076923078,k,pair_713
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,d,pair_252
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.125,k,pair_714
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_252
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.5,k,pair_714
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.14285714285714285,d,pair_252
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.16666666666666666,k,pair_714
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.42857142857142855,d,pair_252
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4166666666666667,k,pair_714
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.5714285714285714,d,pair_253
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,k,pair_715
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0,d,pair_253
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.25,k,pair_715
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,d,pair_253
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.23076923076923078,k,pair_715
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5714285714285714,d,pair_253
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.15384615384615385,k,pair_715
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,d,pair_254
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,k,pair_716
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_254
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,k,pair_716
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0,d,pair_254
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.4,k,pair_716
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5714285714285714,d,pair_254
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.4666666666666667,k,pair_716
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,d,pair_255
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.5,k,pair_717
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_255
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,k,pair_717
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.07142857142857142,d,pair_255
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.3333333333333333,k,pair_717
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.35714285714285715,d,pair_255
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.3333333333333333,k,pair_717
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.125,d,pair_256
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.5,k,pair_718
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_256
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0,k,pair_718
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.06666666666666667,d,pair_256
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.15384615384615385,k,pair_718
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.6,d,pair_256
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.46153846153846156,k,pair_718
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.375,d,pair_257
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,k,pair_719
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.125,d,pair_257
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,k,pair_719
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.13333333333333333,d,pair_257
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0,k,pair_719
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.3333333333333333,d,pair_257
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.16666666666666666,k,pair_719
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,d,pair_258
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.375,k,pair_720
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_258
prop_rppos_decreasetog_control,prop,rppos,decreasetog,control,0.125,k,pair_720
prop_rpneg_increasetog_practice,prop,rpneg,increasetog,practice,0.2,d,pair_258
prop_rpneg_increasetog_control,prop,rpneg,increasetog,control,0.07142857142857142,k,pair_720
prop_rpneg_decreasetog_practice,prop,rpneg,decreasetog,practice,0.5333333333333333,d,pair_258
prop_rpneg_decreasetog_control,prop,rpneg,decreasetog,control,0.35714285714285715,k,pair_720
prop_rppos_increasetog_practice,prop,rppos,increasetog,practice,0.25,d,pair_259
prop_rppos_increasetog_control,prop,rppos,increasetog,control,0.25,k,pair_721
prop_rppos_decreasetog_practice,prop,rppos,decreasetog,practice,0.25,d,pair_259
